cgpa,backlogs,internship_count,aptitude_score,communication_score,internship_quality_score,placement_status,salary,college_tier_Tier 2,college_tier_Tier 3,country_Germany,country_India,country_UK,country_USA,university_ranking_band_300+,university_ranking_band_Top 100,specialization_Cloud,specialization_Core CS,specialization_Cybersecurity,specialization_Data Science,industry_Finance,industry_Healthcare,industry_Manufacturing,industry_Other,industry_Tech
7.2513978660762195,2,1,71.73040648382448,59.522195428714994,6.010867530079504,1,52572.376643512645,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
6.273580739583031,0,2,75.15539133364749,56.19491684543545,6.363812564435154,0,0.0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
5.870157038931767,1,2,76.01966060853039,84.96776025989575,9.320751543885413,1,80329.95200421337,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8.172519015137244,1,2,93.11875600377628,46.48934921750691,4.493543238892658,1,120000.0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
6.819378959610772,0,0,66.81226110152862,57.571843574275405,2.7958123406927062,1,84909.08783758676,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
7.054022563750339,0,0,75.21018503477102,56.993650920848765,3.838872315440471,0,0.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
5.860201451029234,3,1,69.97659493563275,45.81340419264048,4.757648346831359,0,0.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
6.5644938203798535,1,2,97.6288653192142,73.53209987679325,5.457736568288827,1,84269.98552817258,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
7.088738071767893,6,1,73.487999072576,46.68341832010321,5.304661952909068,0,0.0,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
6.079205138062157,1,1,78.85742416111182,71.63205949478085,4.052812413734922,0,0.0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
7.300558414676537,1,1,79.11865761986627,78.05316174228008,5.71008995861846,1,56107.92841766937,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
6.519489048064956,0,2,60.51390149402755,49.51317165261643,6.568623279709295,1,106322.7660789254,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
6.766645000165378,0,3,76.18131380488396,47.27914530073002,3.800984717515537,1,120000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
6.5186347102164826,1,2,85.83847678868221,87.49725502631372,3.460430330601959,1,98003.22847777768,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
8.48182254760715,2,0,35.43104405583669,87.0970598367956,8.39088395964071,0,0.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6.989202220209653,1,2,58.27827892706628,53.91168633822354,3.308396629459727,1,85923.09925502952,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
6.15383125683528,0,2,93.45774149798623,50.50551445313112,6.016553589623208,1,66105.97583525395,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7.658035929682551,1,5,39.09104263367696,55.6281447321955,4.902389877454311,1,93810.33480359116,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
6.023325080023183,0,3,93.1775307144417,70.44522805446432,6.935880069682707,1,33094.82173942688,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
7.167090876003805,1,5,63.55912961255349,53.29993643238064,4.615931548591044,0,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5.43226390089618,2,2,73.26853081295116,53.78322772743736,5.125931531061792,0,0.0,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False
5.937451160881255,1,2,81.9272795738582,75.28487414766747,2.711137945669683,0,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7.157488988695299,0,2,77.54325721244665,50.56900885680229,4.03006393058491,1,117010.95394579713,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7.590773263996328,0,0,70.32292270729025,70.37443236460307,5.546664192092838,0,0.0,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
7.137094624951977,2,2,65.4456564508142,60.41721452647887,4.041592784141551,1,118831.69603856996,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
6.907481374089407,1,0,63.62978904471232,77.43475990781255,3.043357381835931,0,0.0,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False
6.759117043528569,1,1,46.47307757844267,100.0,8.11427457986931,1,120000.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
5.817182407706058,2,0,82.34167642201213,44.441874817367065,4.614878164155686,0,0.0,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
6.424124633284233,2,0,81.00650817928175,56.32508509429312,6.546186578049925,0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.63148898323217,2,1,57.83303254122624,58.89136305154474,7.749656313282635,1,88509.47989666661,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
7.845697780975133,1,2,67.06943441890238,58.15975278914904,4.469635202874586,1,96668.61721636684,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
7.274894631654769,1,0,47.39750245389257,67.5162176691811,4.95449245883215,1,104814.50576749508,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
5.589567875709813,2,0,81.20316969364225,74.09698239511589,4.69223326061712,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7.259267175515836,1,1,64.78762377207734,58.15603632211448,5.784706554117697,0,0.0,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
6.691934175666947,3,0,59.19600807639392,64.79050016242198,6.583104174627764,0,0.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
6.458462399755233,1,4,82.59900709956592,59.69499221318251,6.301608831412726,1,84686.91344143807,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.489341031072694,0,0,72.47843035414651,46.15722993807428,6.226184151781412,1,106688.50359912254,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
7.824799617996761,2,1,80.27155239748897,48.38402223843069,4.765446889522517,0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7.745024095292959,2,1,58.928570792952186,71.71586813594932,5.21147529833048,0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
6.328625981421889,0,4,45.534161489842745,92.79945361459214,2.918682969015097,1,90446.50048324626,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
6.7526300993190285,0,2,58.99524513375074,63.31545254629896,5.994621690702701,1,112291.30117686624,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
7.265010745122851,3,0,67.58138979983883,58.29368156022438,8.546200458220781,1,120000.0,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False
7.780436101697887,2,1,70.76093869948697,55.5937274127522,5.627494250806452,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6.616660609723768,1,1,59.201158273607405,93.89859456846762,6.980493303036062,0,0.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
6.851472818668946,0,2,60.92216122036422,63.90556095880192,6.212715117356119,1,120000.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
6.114932020795178,1,1,84.84641874876976,43.65484620052581,3.917203976284252,0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6.043034700735463,2,3,66.29402671550605,69.56392245129376,3.3855454251415638,0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7.650020657915358,1,2,100.0,66.27279982708464,3.487942941210082,1,120000.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
8.084992022856659,0,1,64.87974088472893,84.70728075193401,5.506788787337111,1,82201.15646142306,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
6.942391902735733,1,2,71.80225933894943,61.09266635842373,5.817461192813317,0,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7.8028263183136195,0,0,79.66985665363622,59.451137782526985,6.154024663509546,1,37311.75838311706,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
7.289308820038107,0,2,63.79031054285567,47.41884867052795,3.382561703197537,1,51152.87360184275,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
6.4839041963159,0,1,37.29158918289691,53.52880956632895,6.695004837233358,0,0.0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
7.2891164844067315,3,2,91.21158373698674,46.55382472076381,4.255311428800641,1,94442.10847728532,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
8.230429253172776,0,3,67.78964578839708,63.0854605830408,5.553784828187062,1,120000.0,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False
6.971339168712039,1,3,65.18645067947409,76.38156556131267,4.0276203989196775,1,120000.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
8.251714924651205,1,1,68.2699436432939,49.50770760056691,3.6009656843054323,1,94815.16666939844,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
4.904203916728204,2,1,83.0893073723926,89.66715762757403,2.4804901844499394,0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
7.657522003500179,1,0,76.38170449540814,89.24038464648177,6.263580543665069,1,94893.48140576904,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
7.069637654590537,1,2,52.80804147668258,84.31724977343163,5.004924313941188,0,0.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
6.760794119627306,1,1,70.06129996607147,57.03724894754119,3.278180888781592,0,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
7.073408621228402,0,0,70.08102218053092,47.57817308183037,4.090864947938939,1,68570.52500017069,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5.409944868319286,3,2,58.06825711005983,64.98401667507642,6.657852010602396,1,97423.62787754997,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
6.824262489729991,0,2,51.83368832688826,84.49519232022331,6.269912821493963,1,101744.33693226014,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7.285690057209397,0,3,56.3167640113028,90.0341325014642,6.006305182794746,1,120000.0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
8.182315235793213,1,0,61.96962206597941,84.63808776201843,8.51995225007466,1,120000.0,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
6.585383825381082,0,1,56.8558862212335,93.92340347140006,7.129919004017243,1,101892.36113671398,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
6.35320511768545,1,2,80.69108021734255,81.80780328910342,4.860143367426313,1,101613.22602866862,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.598594365132371,2,0,93.6296290378945,53.79360939201368,4.065425040580096,1,84286.81237832864,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7.7323216941616595,1,3,72.37882066727013,87.127449783843,9.09738301249057,1,56419.91602723876,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
7.263000887727747,2,2,66.08895911654591,47.26843433527775,6.887604570861603,1,110024.35562215302,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
6.576191836986369,1,1,52.05514958066711,84.4385620521865,4.055290563130916,0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
7.410613946490685,2,2,60.76666703943499,58.06480735020056,3.1261868743544445,0,0.0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
7.077662039478432,0,0,77.18365693400341,69.84577233891676,1.6534039573926989,0,0.0,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
7.774915992426312,2,3,86.7782590970496,50.03894862317296,3.3131333804498464,1,70786.9702656923,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6.438357524898118,1,2,55.67692553534098,70.0907902040315,4.109703274261028,1,42694.02280674379,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
6.737870282721786,1,4,86.39397162701124,79.33022269729787,6.929868483256538,1,68654.34833664176,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
6.686313477494274,0,3,57.29316077015824,70.33486719438358,6.390393256833893,1,99970.77740603944,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5.829188041494305,3,1,84.08207709293902,74.69440140130975,5.051440380337284,1,83959.42153025616,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7.236896221651661,2,1,53.97031211112777,73.4350718250769,5.994124088637282,1,88351.32373833554,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
7.208844217743912,2,1,80.23811696681378,63.88990833045504,3.890712105092511,1,86522.2332384199,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
7.004090765313968,2,0,59.56023593491861,69.09528256573495,3.039771516037117,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6.812330293299882,3,0,100.0,47.45222692555887,4.596926905600762,0,0.0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
5.867703406359668,1,3,74.60307541408635,77.27330560201337,6.141682725321176,1,120000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
6.663483741787712,0,0,53.14366228591196,68.64753602737218,4.967036148391014,0,0.0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
6.725828386778584,1,0,69.20461174184206,59.42483249438458,5.981661268737079,1,110946.8046526278,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
6.358178184622705,3,2,76.11947710169993,49.18451584702227,4.862543510898923,0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6.8709714306671925,0,0,66.38853142949813,62.04392674162688,3.014273528990981,0,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
7.323240685451631,2,1,73.32080014275533,42.51501540303968,5.528774709981799,1,107667.80963153412,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
8.508948720968425,2,3,51.76507956301731,62.73903607116412,4.876423499302565,1,110830.55820631023,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
7.139662250265471,1,1,66.9431820205612,80.73728660531377,6.668655959011909,1,82321.86741402718,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
7.206040312578211,0,2,46.671158761214826,70.49461061602877,2.6909573913800564,1,119651.81868831695,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.940443267387066,3,4,65.95549117526582,48.532848324177536,7.280589066945288,1,71138.25859236543,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
5.464983027760766,6,3,100.0,71.0353128834215,2.690709344578573,0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6.978788899640627,2,0,73.52217927783808,64.94508067048882,4.56895811215248,1,120000.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
7.048184167952821,1,3,52.83950207238188,62.50215406735531,2.787736859567764,0,0.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
8.97059368998823,1,3,64.81286831565622,54.106350050137976,7.11287987878831,1,64521.39778870185,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
6.846111228175102,2,1,63.103262665145614,59.54651635575163,3.282093990400345,0,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
7.24123787386689,1,1,96.17442487237754,60.99409872260404,4.2564121223927565,1,120000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.972230584235805,2,2,53.61512229960498,61.2635461592576,6.550078861681699,1,112915.81404827636,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
6.065057569904374,2,1,64.3680204197998,66.91541865750064,3.956209796089461,0,0.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
7.914258251612017,1,1,54.10945411309767,92.6892265517834,5.157898794122884,1,55363.65681111395,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
7.60154642614942,2,1,88.96795361035025,83.67442399755856,6.056811158732701,1,65815.07789718367,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
7.632825557634438,0,1,42.93417856387647,67.25464971679065,5.717980836386719,0,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
6.272490036164209,0,0,54.943105676246745,77.78532029831268,5.102689696944962,1,86903.65343299905,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
8.12223544874888,0,1,73.33160765876455,56.390633145153934,4.460345284991738,1,117180.6464300229,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
5.878519149766175,2,3,87.8503732308972,47.22893001720182,4.073713281695474,1,79951.35982410147,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
7.469485675040216,1,0,85.22528740314871,93.15650877334396,5.793828439815774,1,81024.35548244389,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
8.752364500647984,0,1,83.17612227034276,63.51708546451569,5.09631926001374,1,117375.4783542674,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
6.207570939895449,0,1,73.76816180507053,74.82097608582185,5.144628589685482,1,87594.954269472,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.546961816317783,1,1,71.7568329227757,64.24365055641664,1.983582637248149,0,0.0,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
7.079721092070113,2,4,89.37120705027641,79.73304522195576,4.982938528161567,1,101307.70616353778,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
6.597219476707041,0,0,89.81661571981618,99.40301182992556,5.67917259315638,1,38553.46107428595,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5.759469255147094,2,1,64.58062154024857,54.84102094510139,5.622104871137839,0,0.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
7.054850379844821,2,1,65.02354231790557,74.52173381131136,4.701627071605639,0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6.150157029019116,1,1,49.45701627034403,59.41831459739407,5.2238080456746285,0,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
7.378873944508145,0,2,73.55253910240997,65.09075153225808,4.208016002563363,1,40739.92334053439,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
6.264460612612957,1,1,73.9660089868697,47.4657875749887,6.90021738276226,1,104086.78975677336,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
8.239947524014031,0,5,51.89728395984048,62.0475537190298,4.860859637565808,1,71727.7454711416,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6.373397366131011,0,3,77.9426919499784,57.478137005945605,6.7249055492740855,1,118646.2338299974,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
6.742350787035459,2,1,54.676920690424566,83.35676704567105,4.757658312824665,1,42242.78650024274,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
7.650813773895736,0,2,67.02082584372147,57.43669818874071,3.4505234538908014,0,0.0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
6.015308546852836,3,4,86.62765897881042,64.48338600406719,4.354507835287241,0,0.0,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False
7.181967947683304,2,2,90.04467220228261,80.55951480385833,3.558239843400821,1,89160.1756366129,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
8.045714203425943,0,1,54.12650979500461,77.19074635265952,4.903513186807268,1,68812.39676321634,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
5.714013412351018,1,1,60.82732501205116,85.30692089134712,3.0714483989717545,0,0.0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
7.147707086825843,1,5,84.2217365484341,79.73643842034767,4.70207100004438,1,120000.0,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
7.207906235398739,1,3,78.68782489529012,71.59412206908183,6.537837971791659,1,51834.38150533472,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7.625458297421848,2,1,80.1464911954614,63.59200787138369,7.334968537981583,1,92738.98209211524,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.010439431297534,1,3,30.0,62.12447445149609,3.78178232720739,1,85993.21471816266,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.943634709532579,2,2,52.45867916184006,65.70112948350099,5.769595485063804,0,0.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
7.417553252493518,2,1,77.82429810885603,51.20882781679285,7.404460430896539,1,87503.91387029318,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7.237587738586549,0,1,92.80793847419513,59.16685803196548,3.325928130504906,1,55682.7790286675,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
7.200394280276702,2,1,60.69495094829226,70.65288150270501,2.4908679972167103,0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7.2771585675975805,2,0,69.77758447035922,42.31726137100924,3.010150951167517,0,0.0,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
6.455980222737208,1,2,53.264231419941154,39.15171933030268,4.765280210143257,0,0.0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
7.185802957728803,2,1,93.6085390887915,33.26544900248609,1.7929975182758096,1,58383.86112037795,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
7.234457978638945,3,3,54.22866567379548,44.64924274970361,6.791952202863969,1,45818.46034987272,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
6.428518865578906,0,3,83.03479884715638,60.33361553096098,1.4780119987084146,1,87031.38448687755,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
8.492619608915806,1,0,55.15058700685727,62.633079268357086,5.433393061824723,1,31719.83987314585,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
7.37906633672943,0,2,34.75829329054747,50.939272125142864,5.594512925473081,1,88095.22644751707,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
6.046957202237881,3,4,75.57968072942016,51.310397914459486,5.751759746022698,0,0.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
7.525242886907064,2,2,68.58660588547757,48.48683776836566,6.851374384867606,1,87278.65406025974,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
6.220254663818142,4,2,78.81896220639213,68.3387685073847,7.22724801957897,1,115696.30090570892,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7.629667682993961,0,3,73.03829994837002,60.25019164277034,5.777804089612808,1,46706.37533487046,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
7.926876463205923,0,2,54.4091275188824,67.36439797466439,4.3873596814366085,1,76353.67644819208,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.343454145318631,0,1,66.01086597617495,59.88099052238776,5.085885018935196,0,0.0,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
7.770700903395458,0,1,87.17318050478801,58.26607235278273,5.826287471488825,1,99411.08299805784,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
7.330224741549198,1,1,81.19320978959577,66.95657213289516,5.459974186967319,1,88983.10866281088,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
7.657648127995592,1,3,78.40048578726282,69.1703297564502,4.480956637043681,1,100430.37849601802,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
8.517434386123158,0,5,100.0,83.35600368849069,7.267166697782137,1,120000.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
6.803689507197704,2,0,78.45586250736247,74.49684786026874,4.3583454067469845,1,85642.5225756671,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.397011068514008,2,2,84.37559368725849,89.21010169278443,4.640670445812987,1,82131.16928080497,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.2883884562995815,3,1,47.06416168656254,52.97006021115341,3.5255007357246644,0,0.0,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
6.3473517720276496,1,5,84.8448224886132,49.25365606334959,6.195360059158359,1,98537.61053057062,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
6.938318632468716,2,0,75.54560314796957,57.50502673684788,8.273312207365437,1,95756.05685059956,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
7.272921579853315,3,2,80.90946041591832,75.52032174889177,6.8825795323261305,1,120000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
